family,n,run,pieces,boxes,deepest_box,agents,agents-in-coalitions,expected,valid,genz,agreement,timeout,runtime,status
chainCL,9,3,45,10,1,9,18,True,True,True,True,100,10.0853,Completed
chainCL,10,1,50,11,1,10,20,True,True,True,True,100,30.84,Completed
chainCL,10,2,50,11,1,10,20,True,True,True,True,100,43.2125,Completed
chainCL,10,3,50,11,1,10,20,True,True,True,True,100,25.7104,Completed
chainCL,11,1,55,12,1,11,22,True,True,True,True,100,65.9125,Completed
chainCL,11,2,55,12,1,11,22,True,True,True,True,100,74.2133,Completed
chainCL,11,3,55,12,1,11,22,True,True,True,True,100,79.4022,Completed
chainCL,12,1,60,13,1,12,24,True,True,True,True,100,133.6837,Completed
chainCL,12,2,60,13,1,12,24,True,True,True,True,100,147.0494,Completed
chainCL,12,3,60,13,1,12,24,True,True,True,True,100,133.5658,Completed
chainCL,13,1,65,14,1,13,26,True,True,True,True,100,311.9855,Completed
chainCL,13,2,65,14,1,13,26,True,True,True,True,100,306.8052,Completed
chainCL,13,3,65,14,1,13,26,True,True,True,True,100,317.7498,Completed
chainCL,14,1,70,15,1,14,28,True,True,True,True,100,730.9945,Completed
chainCL,14,2,70,15,1,14,28,True,True,True,True,100,747.947,Completed
chainCL,14,3,70,15,1,14,28,True,True,True,True,100,774.6482,Completed
chainCL,15,1,75,16,1,15,30,True,True,True,True,100,1740.5241,Completed
chainCL,15,2,75,16,1,15,30,True,True,True,True,100,1712.6688,Completed
chainCL,15,3,75,16,1,15,30,True,True,True,True,100,1704.2395,Completed
chainCL,16,1,80,17,1,16,32,True,True,True,True,100,3955.9255,Completed
chainCL,16,2,80,17,1,16,32,True,True,True,True,100,4066.4577,Completed
chainCL,16,3,80,17,1,16,32,True,True,True,True,100,4042.5764,Completed
chainCL,17,1,85,18,1,17,34,True,True,True,True,100,9411.4223,Completed
chainCL,17,2,85,18,1,17,34,True,True,True,True,100,9441.1047,Completed
chainCL,17,3,85,18,1,17,34,True,True,True,True,100,9679.4163,Completed
chainCL,18,1,90,19,1,18,36,True,True,True,True,100,21828.2208,Completed
chainCL,18,2,90,19,1,18,36,True,True,True,True,100,21348.1957,Completed
chainCL,18,3,90,19,1,18,36,True,True,True,True,100,21074.5914,Completed
chainCL,19,1,95,20,1,19,38,True,True,True,True,100,49213.2116,Completed
chainCL,19,2,95,20,1,19,38,True,True,True,True,100,50820.5777,Completed
chainCL,19,3,95,20,1,19,38,True,True,True,True,100,48157.596,Completed
chainCL,20,1,100,21,1,20,40,True,True,,,100,100002.5023,Timeout
nestedChainCL,2,1,13,6,2,4,8,True,True,True,True,100,6.83e-2,Completed
nestedChainCL,2,2,13,6,2,4,8,True,True,True,True,100,8.0e-2,Completed
nestedChainCL,2,3,13,6,2,4,8,True,True,True,True,100,0.1216,Completed
nestedChainCL,3,1,19,8,2,6,12,True,True,True,True,100,0.3399,Completed
nestedChainCL,3,2,19,8,2,6,12,True,True,True,True,100,0.2802,Completed
nestedChainCL,3,3,19,8,2,6,12,True,True,True,True,100,0.2262,Completed
nestedChainCL,4,1,25,10,2,8,16,True,True,True,True,100,0.5145,Completed
nestedChainCL,4,2,25,10,2,8,16,True,True,True,True,100,0.5118,Completed
nestedChainCL,4,3,25,10,2,8,16,True,True,True,True,100,1.6091,Completed
nestedChainCL,5,1,31,12,2,10,20,True,True,True,True,100,4.5011,Completed
nestedChainCL,5,2,31,12,2,10,20,True,True,True,True,100,4.4317,Completed
nestedChainCL,5,3,31,12,2,10,20,True,True,True,True,100,3.1384,Completed
nestedChainCL,6,1,37,14,2,12,24,True,True,True,True,100,13.4674,Completed
nestedChainCL,6,2,37,14,2,12,24,True,True,True,True,100,13.3715,Completed
nestedChainCL,6,3,37,14,2,12,24,True,True,True,True,100,5.6535,Completed
nestedChainCL,7,1,43,16,2,14,28,True,True,True,True,100,20.1258,Completed
nestedChainCL,7,2,43,16,2,14,28,True,True,True,True,100,19.6003,Completed
nestedChainCL,7,3,43,16,2,14,28,True,True,True,True,100,24.3712,Completed
nestedChainCL,8,1,49,18,2,16,32,True,True,True,True,100,76.259,Completed
nestedChainCL,8,2,49,18,2,16,32,True,True,True,True,100,73.0807,Completed
nestedChainCL,8,3,49,18,2,16,32,True,True,True,True,100,67.2788,Completed
nestedChainCL,9,1,55,20,2,18,36,True,True,True,True,100,244.0633,Completed
nestedChainCL,9,2,55,20,2,18,36,True,True,True,True,100,238.8445,Completed
nestedChainCL,9,3,55,20,2,18,36,True,True,True,True,100,247.8017,Completed
nestedChainCL,10,1,61,22,2,20,40,True,True,True,True,100,842.0021,Completed
nestedChainCL,10,2,61,22,2,20,40,True,True,True,True,100,830.2711,Completed
nestedChainCL,10,3,61,22,2,20,40,True,True,True,True,100,840.1204,Completed
nestedChainCL,11,1,67,24,2,22,44,True,True,True,True,100,3045.8059,Completed
nestedChainCL,11,2,67,24,2,22,44,True,True,True,True,100,3024.4472,Completed
nestedChainCL,11,3,67,24,2,22,44,True,True,True,True,100,2993.0042,Completed
nestedChainCL,12,1,73,26,2,24,48,True,True,True,True,100,10604.2688,Completed
nestedChainCL,12,2,73,26,2,24,48,True,True,True,True,100,10992.5001,Completed
nestedChainCL,12,3,73,26,2,24,48,True,True,True,True,100,10616.8815,Completed
nestedChainCL,13,1,79,28,2,26,52,True,True,True,True,100,36757.3027,Completed
nestedChainCL,13,2,79,28,2,26,52,True,True,True,True,100,40467.2651,Completed
nestedChainCL,13,3,79,28,2,26,52,True,True,True,True,100,36834.3051,Completed
nestedChainCL,14,1,85,30,2,28,56,True,True,,,100,100001.6374,Timeout
